Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
06/14/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,55.9728,54.9784,1.80871,0.9944,10337.5,578618820
06/13/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,54.9784,55.5704,-1.06532,-0.592,10337.5,568339210
06/12/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,55.5704,55.4476,0.22147,0.1228,10337.5,574459010
06/11/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,55.4476,54.8444,1.09984,0.6032,10337.5,573189565
06/08/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,54.8444,55.0112,-0.30321,-0.1668,10337.5,566953985
06/07/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,55.0112,55.2004,-0.34275,-0.1892,10337.5,568678280
06/06/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,55.2004,54.2692,1.71589,0.9312,11300,623764520
06/05/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,54.2692,53.8612,0.75750,0.408,11300,613241960
06/04/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,53.8612,52.9708,1.68093,0.8904,11300,608631560
06/01/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,52.9708,51.5468,2.76254,1.424,11300,598570040
05/31/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,51.5468,51.9348,-0.74709,-0.388,11300,582478840
05/30/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,51.9348,50.9228,1.98732,1.012,11300,586863240
05/29/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,50.9228,54.0004,-5.69922,-3.0776,11300,575427640
05/25/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,54.0004,54.5408,-0.99082,-0.5404,11300,610204520
05/24/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,54.5408,54.4104,0.23966,0.1304,11300,616311040
05/23/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,54.4104,53.796,1.14209,0.6144,11300,614837520
05/22/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,53.796,54.0996,-0.56119,-0.3036,11487.5,617981550
05/21/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,54.0996,53.2652,1.56650,0.8344,11487.5,621469155
05/18/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,53.2652,53.5608,-0.55190,-0.2956,11487.5,611883985
05/17/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,53.5608,53.0248,1.01085,0.536,11487.5,615279690
05/16/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,53.0248,51.9268,2.11452,1.098,11487.5,609122390
05/15/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,51.9268,53.57,-3.06739,-1.6432,11825,614034410
05/14/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,53.57,53.1524,0.78567,0.4176,11825,633465250
05/11/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,53.1524,52.4648,1.31059,0.6876,11825,628527130
05/10/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,52.4648,51.5152,1.84334,0.9496,11825,620396260
05/09/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,51.5152,50.438,2.13569,1.0772,11825,609167240
05/08/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,50.438,50.3552,0.16443,0.0828,11825,596429350
05/07/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,50.3552,50.2236,0.26203,0.1316,11825,595450240
05/04/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,50.2236,49.6992,1.05515,0.5244,11825,593894070
05/03/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.6992,49.4332,0.53810,0.266,11825,587693040
05/02/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.4332,49.9316,-0.99817,-0.4984,11825,584547590
05/01/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.9316,49.3528,1.17278,0.5788,11825,590441170
04/30/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.3528,49.5936,-0.48555,-0.2408,11825,583596860
04/27/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.5936,49.0684,1.07034,0.5252,11825,586444320
04/26/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.0684,48.0028,2.21987,1.0656,13325,653836430
04/25/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,48.0028,48.1256,-0.25517,-0.1228,13325,639637310
04/24/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,48.1256,49.254,-2.29098,-1.1284,13525,650898740
04/23/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.254,49.004,0.51016,0.25,13525,666160350
04/20/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.004,49.6504,-1.30190,-0.6464,13525,662779100
04/19/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.6504,49.8804,-0.46110,-0.23,13525,671521660
04/18/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.8804,49.9616,-0.16252,-0.0812,13525,674632410
04/17/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,49.9616,48.6524,2.69093,1.3092,13725,685722960
04/16/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,48.6524,47.5084,2.40800,1.144,13725,667754190
04/13/2018,ProShares Short VIX Short-Term Futures ETF,SVXY,47.5084,46.7044,1.72147,0.804,14975,711438290
