Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
09/06/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.8552,26.3407,1.95325,0.5145,1712.4,45986925.0456
09/05/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.3407,26.1893,0.57810,0.1514,1712.4,45105893.7021
09/01/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.1893,26.1893,0.00000,0,1712.4,44846635.8879
08/31/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.1893,26.5133,-1.22203,-0.324,1687.4,44191903.3879
08/30/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.5133,26.429,0.31897,0.0843,1687.4,44738621.9599
08/29/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.429,26.2776,0.57616,0.1514,1687.4,44596373.887
08/28/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.2776,26.4048,-0.48173,-0.1272,1687.4,44340901.0728
08/25/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.4048,26.4954,-0.34195,-0.0906,1687.4,44555538.7344
08/24/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.4954,26.5946,-0.37301,-0.0992,1662.4,44046032.4462
08/23/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.5946,25.989,2.33022,0.6056,1662.4,44210942.8238
08/22/2017,ProShares VIX Mid-Term Futures ETF,VIXM,25.989,26.9452,-3.54868,-0.9562,1662.4,43204191.567
08/21/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.9452,27.4784,-1.94043,-0.5332,1662.4,44793781.3156
08/18/2017,ProShares VIX Mid-Term Futures ETF,VIXM,27.4784,27.2246,0.93225,0.2538,1662.4,45680174.5952
08/17/2017,ProShares VIX Mid-Term Futures ETF,VIXM,27.2246,26.1465,4.12331,1.0781,1662.4,45258256.7138
08/16/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.1465,26.4039,-0.97486,-0.2574,1662.4,43466020.0395
08/15/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.4039,26.2326,0.65300,0.1713,1662.4,43893922.5717
08/14/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.2326,28.2275,-7.06722,-1.9949,1462.4,38362632.9378
08/11/2017,ProShares VIX Mid-Term Futures ETF,VIXM,28.2275,27.8083,1.50746,0.4192,1462.4,41279980.6825
08/10/2017,ProShares VIX Mid-Term Futures ETF,VIXM,27.8083,26.2376,5.98645,1.5707,1437.4,39971733.8449
08/09/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.2376,26.0289,0.80180,0.2087,1187.4,31154604.9528
08/08/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.0289,25.5306,1.95178,0.4983,1137.4,29605348.9467
08/07/2017,ProShares VIX Mid-Term Futures ETF,VIXM,25.5306,25.6805,-0.58371,-0.1499,1112.4,28400316.0318
08/04/2017,ProShares VIX Mid-Term Futures ETF,VIXM,25.6805,25.4375,0.95528,0.243,1112.4,28567065.2415
08/03/2017,ProShares VIX Mid-Term Futures ETF,VIXM,25.4375,25.1926,0.97211,0.2449,1112.4,28296751.3125
08/02/2017,ProShares VIX Mid-Term Futures ETF,VIXM,25.1926,24.9154,1.11256,0.2772,1112.4,28024323.8178
08/01/2017,ProShares VIX Mid-Term Futures ETF,VIXM,24.9154,25.2194,-1.20542,-0.304,1112.4,27715965.7062
07/31/2017,ProShares VIX Mid-Term Futures ETF,VIXM,25.2194,25.4297,-0.82699,-0.2103,1112.4,28054136.2182
07/28/2017,ProShares VIX Mid-Term Futures ETF,VIXM,25.4297,25.4152,0.05705,0.0145,1112.4,28288074.5691
07/27/2017,ProShares VIX Mid-Term Futures ETF,VIXM,25.4152,25.614,-0.77614,-0.1988,1112.4,28271944.7256
07/26/2017,ProShares VIX Mid-Term Futures ETF,VIXM,25.614,25.7166,-0.39896,-0.1026,1112.4,28493090.442
07/25/2017,ProShares VIX Mid-Term Futures ETF,VIXM,25.7166,25.7135,0.01206,0.0031,1112.4,28607222.9898
07/24/2017,ProShares VIX Mid-Term Futures ETF,VIXM,25.7135,26.0127,-1.15021,-0.2992,1112.4,28603774.5405
07/21/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.0127,26.1191,-0.40736,-0.1064,1112.4,28936605.5181
07/20/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.1191,26.2079,-0.33883,-0.0888,1112.4,29054965.1973
07/19/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.2079,26.2673,-0.22614,-0.0594,1112.4,29153746.5837
07/18/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.2673,26.1501,0.44818,0.1172,1112.4,29219823.3219
07/17/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.1501,26.1952,-0.17217,-0.0451,1112.4,29089449.6903
07/14/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.1952,26.8059,-2.27823,-0.6107,1112.4,29139619.0656
07/13/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.8059,26.9021,-0.35759,-0.0962,1112.4,29818963.5777
07/12/2017,ProShares VIX Mid-Term Futures ETF,VIXM,26.9021,27.2614,-1.31798,-0.3593,1112.4,29925976.7463
07/11/2017,ProShares VIX Mid-Term Futures ETF,VIXM,27.2614,27.5318,-0.98214,-0.2704,1112.4,30325663.1442
